"Chromosome","GeneStart","GeneEnd"
2,42949074,42949741
2,13683419,13686850
2,29991402,29997475
2,40531377,40534300
2,16295136,16295717
2,33227633,33232288
2,36653181,36653685
2,43598854,43601364
2,43599396,43600618
2,28631702,28635042
2,28631950,28634931
2,40816302,40821344
2,40815752,40821449
2,40816108,40821344
2,47645284,47648192
2,14313308,14315533
2,31022064,31023944
2,6395145,6396287
2,37114636,37115117
2,267667,269093
2,5194786,5195526
2,35490700,35492370
2,39506908,39509089
2,15565869,15571316
2,44829740,44830657
2,35561120,35561455
2,38331021,38335319
2,31210916,31211924
2,16124364,16124995
2,12512727,12513317
2,31748637,31749758
2,31748326,31749758
2,44239816,44243021
2,12068689,12069151
2,42318036,42321211
2,48901505,48911325
2,39888870,39894841
2,39891073,39894841
2,42279043,42282902
2,11990774,11992605
2,33800853,33801604
2,6545681,6547344
2,6545681,6548184
2,21609059,21616762
2,21609437,21616448
2,21609059,21617092
2,21607950,21617092
2,21609693,21617092
2,48264793,48268406
2,48264503,48268842
2,38105215,38108685
2,38353360,38357352
2,46497615,46499855
2,10191985,10194207
2,31173358,31173863
2,29201578,29205069
2,29202892,29205069
2,17017741,17018255
2,7892628,7894931
2,39224164,39226516
2,30787527,30787703
2,44585135,44587090
2,44585135,44588918
2,15304875,15319009
2,15304875,15320349
2,24319876,24323676
2,24320341,24323676
2,26037929,26040326
2,31282653,31283117
2,45009747,45010481
2,15352138,15353806
2,33149123,33149627
2,35278399,35280280
2,5666622,5667904
2,42521095,42521676
2,25779032,25779514
2,38818737,38819269
2,32047669,32052864
2,32045956,32052864
2,32046354,32052864
2,43222875,43224432
2,2181638,2185770
2,41321610,41324505
2,41320871,41324831
2,6965572,6968694
2,14613794,14614249
2,47445675,47446001
2,48108193,48109218
2,4598097,4599396
2,43830746,43831469
2,45885891,45888619
2,38397111,38397390
2,16971718,16977766
2,11733534,11739062
2,11733534,11739675
2,46387260,46388308
2,3700811,3704814
2,3701417,3704814
2,3701008,3704616
2,31805724,31806636
2,49060373,49064399
2,34991492,34994262
2,49106369,49109478
2,49107036,49109398
2,15320719,15325459
2,20877834,20883712
2,20877834,20885267
2,866356,867199
2,37618788,37619483
2,11046384,11047289
2,40382026,40385791
2,4671674,4676671
2,1766992,1770723
2,8158586,8159418
2,3436354,3445465
2,3436354,3444398
2,16129642,16131526
2,26614303,26619405
2,24317046,24317494
2,31015345,31015693
2,43977881,43979460
2,44821105,44822922
2,4588152,4588743
2,46874739,46878487
2,43239923,43242033
2,14234625,14241893
2,14234625,14242850
2,43916788,43917144
2,13539104,13539999
2,43166032,43171296
2,10421943,10424036
2,16442975,16453807
2,13879747,13882319
2,15108804,15109341
2,2331657,2332427
2,36107746,36111950
2,42742514,42744395
2,31342647,31344838
2,47969576,47973662
2,44317541,44320562
2,46018321,46021902
2,23187999,23190662
2,2488541,2492523
2,36647444,36651074
2,8306201,8306594
2,46771549,46776113
2,39566405,39567172
2,46323687,46326318
2,20269410,20269785
2,5986636,5988981
2,37874348,37877833
2,37872795,37877969
2,24786496,24788639
2,13391375,13391897
2,39981481,39983495
2,4750948,4754643
2,4751662,4754520
2,4751455,4754520
2,44420153,44423969
2,35838475,35839666
2,36439539,36440327
2,32953680,32962819
2,42220980,42221446
2,33927585,33930587
2,33927702,33930555
2,453540,455217
2,43559284,43561028
2,45651961,45653520
2,45651961,45654136
2,34137298,34141976
2,37221067,37223664
2,2799050,2801217
2,2072518,2074581
2,1579094,1580178
2,12327607,12337034
2,12327607,12331936
2,12327607,12336204
2,39989076,39989511
2,40637094,40639056
2,4216599,4221262
2,16725166,16730996
2,46445564,46447498
2,46444989,46447662
2,46444989,46448894
2,27335095,27335280
2,33115627,33117466
2,22805022,22814050
2,46443912,46445949
2,2989979,2992000
2,23215195,23215674
2,8719036,8721183
2,11088321,11089649
2,36969526,36969927
2,46645933,46646796
2,46645933,46647392
2,47892300,47893235
2,13670914,13676477
2,10419252,10419650
2,10419024,10419830
2,9787685,9791591
2,9787718,9791591
2,17870868,17872660
2,23301698,23302660
2,31423744,31425272
2,19872,21133
2,28461851,28463156
2,41792172,41792413
2,26324014,26325461
2,24133536,24135468
2,8203668,8204797
2,24316120,24317829
2,36196179,36198024
2,36463858,36469897
2,46428113,46428772
2,4306760,4308983
2,39786412,39790155
2,39786412,39788477
2,36546069,36549405
2,3359100,3360211
2,45239971,45243072
2,10108059,10115307
2,10108059,10115904
2,36319263,36322272
2,3667109,3668617
2,29305733,29306269
2,39099532,39099990
2,41966711,41970312
2,44079129,44083281
2,48423236,48423869
2,5191113,5192096
2,27231842,27233604
2,40961028,40965125
2,27999246,28001003
2,585924,588893
2,40544543,40550068
2,35568680,35571382
2,35568928,35570758
2,45560985,45561389
2,34542082,34545749
2,36067476,36069114
2,18410057,18411987
2,3555648,3558587
2,3133971,3141237
2,40042206,40043285
2,16809749,16818280
2,9010680,9012414
2,34719683,34720963
2,9476831,9482169
2,23984481,23990120
2,23983671,23990474
2,29872902,29873276
2,33587946,33589082
2,37143163,37147468
2,28158899,28163879
2,7996488,7997066
2,22944717,22947552
2,39413074,39420384
2,37571474,37571875
2,1191104,1194313
2,35122244,35125751
2,31157139,31159687
2,23179054,23180151
2,23179054,23180297
2,35514618,35515940
2,36943410,36950475
2,36943410,36946912
2,36943410,36949547
2,46620061,46620654
2,41654163,41656270
2,41654492,41656012
2,409290,410712
2,40658149,40659911
2,29114549,29117776
2,48560826,48563027
2,48559202,48563027
2,6338760,6340473
2,34397115,34400304
2,10990282,10991907
2,2819531,2820100
2,18477630,18484798
2,14498427,14500259
2,32906063,32906679
2,46587876,46589219
2,6247685,6250928
2,7387849,7392428
2,31717381,31721774
2,31717381,31723523
2,31717729,31723328
2,45914605,45915113
2,8325578,8329893
2,38323905,38325047
2,4786032,4787238
2,14066497,14067663
2,43449732,43453740
2,19909313,19923580
2,19910048,19923580
2,48357848,48360233
2,14606872,14612015
2,32015061,32018310
2,23559621,23570135
2,38983495,38984648
2,37435586,37438453
2,37435294,37438453
2,13906013,13908645
2,13905399,13908725
2,42913183,42916551
2,44768227,44768814
2,28863246,28866130
2,43133164,43138415
2,43133164,43138068
2,3380566,3387366
2,29144661,29145197
2,1131974,1136347
2,8051568,8053665
2,8051568,8053725
2,2429110,2431001
2,2429516,2430900
2,2429516,2430663
2,32025020,32027826
2,48072563,48074095
2,10871122,10873332
2,42026170,42027477
2,42026223,42027477
2,33386264,33387398
2,45341882,45346046
2,45341713,45346046
2,47766224,47778753
2,1429060,1430622
2,47743603,47746578
2,48130,51195
2,5782035,5783074
2,36906651,36911691
2,15356954,15361762
2,15357117,15361762
2,46509444,46509932
2,8642080,8643634
2,35367317,35369169
2,35367792,35369169
2,20420457,20423632
2,43129920,43130547
2,47304411,47308116
2,7232058,7235636
2,6907772,6910939
2,48655888,48658128
2,6441840,6442824
2,10390099,10391939
2,3634703,3638531
2,43729948,43732072
2,1535111,1537216
2,8617387,8623744
2,35673835,35677252
2,36880107,36881147
2,21810802,21811295
2,16991241,16993871
2,28746592,28748768
2,34102427,34105905
2,25104370,25108195
2,25105050,25108195
2,31624084,31624555
2,47985927,47987198
2,28965748,28968471
2,36595306,36597560
2,36082470,36083093
2,36262624,36264090
2,46195456,46196112
2,46670231,46676101
2,30617057,30620186
2,37858998,37862021
2,16811,18677
2,42087177,42089201
2,8297965,8302991
2,37778312,37780604
2,1945680,1950031
2,43054167,43055929
2,10715737,10719019
2,894219,894642
2,3899867,3900885
2,40887455,40889613
2,40887455,40888690
2,1904777,1907652
2,45610401,45611351
2,3190854,3192557
2,28501322,28503021
2,43386505,43397089
2,26509715,26510731
2,41200804,41201390
2,16640886,16646965
2,16641261,16646780
2,29073160,29073771
2,29073019,29074273
2,4805579,4810041
2,46313567,46317032
2,32825286,32828012
2,3391898,3405216
2,3391898,3403902
2,2780574,2784190
2,3577173,3581516
2,15104834,15109739
2,8693973,8695794
2,613708,615081
2,46077938,46080934
2,20052512,20052739
2,5008226,5009483
2,3498673,3499188
2,15453953,15456986
2,44972455,44977136
2,45919428,45927350
2,3255264,3255761
2,42658139,42659988
2,33154284,33159357
2,34288798,34290333
2,2853299,2853817
2,2930338,2935597
2,2930264,2935597
2,2929788,2935597
2,45177536,45181872
2,5851496,5853556
2,35801243,35804581
2,35801243,35803508
2,43230069,43232521
2,48844595,48847227
2,48844218,48847227
2,46584410,46586506
2,32379724,32384549
2,32380354,32384549
2,34473782,34474365
2,14341928,14343314
2,43368409,43369257
2,44644300,44644702
2,8950521,8953549
2,4677761,4684348
2,24993914,24995584
2,39880633,39881436
2,43641619,43642994
2,49093876,49096917
2,49093686,49096917
2,49093876,49096318
2,38412215,38414576
2,38411154,38414716
2,5113739,5114287
2,5113587,5114554
2,5113651,5114077
2,28217502,28219802
2,42339215,42340039
2,46950190,46952945
2,46950323,46951627
2,1200389,1201834
2,42043160,42043816
2,29648717,29649070
2,39044091,39044759
2,29134865,29136677
2,28505546,28507098
2,9127607,9130037
2,41164312,41165481
2,37943908,37947387
2,32296034,32298623
2,47020657,47021525
2,37113970,37116594
2,37113970,37117978
2,46917763,46921237
2,17355156,17361051
2,36352093,36354203
2,2475963,2481716
2,2784768,2787447
2,2784551,2787447
2,49026500,49028865
2,48881637,48883479
2,36077110,36079077
2,36077110,36079826
2,35255123,35259688
2,35255317,35259688
2,47922330,47928024
2,47923705,47927693
2,40060923,40061729
2,29798315,29800190
2,47726131,47729028
2,26743665,26745056
2,46839233,46843059
2,33518843,33522394
2,30748506,30749602
2,6969154,6969610
2,42036496,42037062
2,8455991,8457601
2,8353138,8356061
2,41542026,41546220
2,48464594,48466531
2,48464333,48468109
2,26796448,26799518
2,39251588,39252094
2,12111563,12117387
2,12111563,12116488
2,12114021,12116717
2,46783741,46785902
2,15390006,15394401
2,15390006,15392444
2,48031485,48033366
2,48031485,48032493
2,23629071,23635943
2,34683500,34684627
2,39422046,39426569
2,39422046,39426378
2,47436738,47439440
2,27330447,27331627
2,38668814,38670500
2,21256663,21270740
2,34531421,34531723
2,34950086,34950460
2,44831959,44834122
2,44831560,44834122
2,45030075,45030362
2,24567332,24577371
2,33827092,33836886
2,5174594,5175850
2,18843,19508
2,47837182,47838882
2,44344956,44345414
2,44977782,44981561
2,48208752,48209567
2,37503647,37517813
2,2614854,2621411
2,2615260,2621324
2,2614854,2621324
2,366039,367535
2,43000078,43007624
2,41881013,41882724
2,45186474,45188166
2,11190422,11191057
2,13679353,13682628
2,2085119,2086377
2,449862,451308
2,39274933,39276056
2,39273603,39276172
2,2759506,2761585
2,44023347,44026732
2,4615479,4621662
2,46200513,46204968
2,29913361,29914295
2,37526524,37527016
2,44536466,44549763
2,1390202,1390597
2,30318536,30319135
2,2734353,2735130
2,31847734,31848657
2,31848191,31848563
2,2350421,2357355
2,27055844,27056582
2,31867813,31870557
2,5475874,5477809
2,8537366,8538153
2,33327521,33329381
2,45536059,45537699
2,41691431,41693853
2,36912222,36916739
2,36912061,36916747
2,36912694,36916739
2,35152070,35153099
2,34568490,34571817
2,17378593,17381498
2,1153615,1155548
2,13767187,13767456
2,33680832,33683330
2,3324996,3326177
2,3505804,3506175
2,45116989,45120852
2,45116989,45119613
2,7909388,7914989
2,37695857,37699412
2,41784447,41786480
2,24965942,24966487
2,1345882,1347444
2,2301816,2305086
2,2300624,2305086
2,4665822,4667916
2,43690534,43691123
2,24235787,24238566
2,47888548,47889468
2,45749636,45751813
2,1857307,1859428
2,9289577,9289786
2,10452407,10456179
2,399856,403105
2,3075951,3076773
2,29595324,29595804
2,31186597,31191839
2,31184432,31191839
2,10798518,10800735
2,31824346,31826697
2,31824346,31825980
2,46403254,46406063
2,3378038,3379382
2,36423818,36425251
2,35686827,35687234
2,35686525,35688202
2,25982863,25983249
2,46777874,46781382
2,46776946,46781530
2,36929332,36932542
2,19280571,19287822
2,24192099,24192642
2,43696717,43697088
2,23809717,23810054
2,41985895,41990313
2,33229334,33229798
2,44603376,44604809
2,42527714,42529204
2,46345633,46347337
2,2490178,2490990
2,47883781,47885574
2,30621756,30624619
2,30622326,30622828
2,18400177,18406331
2,13996818,13998023
2,17062061,17063796
2,10228765,10229706
2,900172,902697
2,3499621,3500090
2,47753978,47757432
2,47092387,47094231
2,8317787,8321048
2,22501734,22502459
2,35018522,35022135
2,15291519,15296269
2,2036907,2039082
2,28246054,28250434
2,37192633,37193169
2,42780887,42782003
2,34600248,34605291
2,34600859,34605186
2,37894601,37900842
2,12063089,12067114
2,44006866,44010674
2,20054147,20057532
2,20054285,20057029
2,23586084,23591246
2,23585523,23591396
2,37632430,37635354
2,17371810,17376412
2,44460777,44468013
2,4691006,4692346
2,11066185,11067580
2,26856521,26859021
2,43755270,43755581
2,10704706,10705195
2,13708207,13710818
2,8160399,8161304
2,41079234,41085052
2,41079634,41084821
2,41079937,41084821
2,43715087,43715563
2,42687811,42688241
2,11505057,11517966
2,47121743,47127248
2,28727671,28728404
2,21071312,21074680
2,44437027,44442505
2,44437452,44441739
2,30490414,30491144
2,1281133,1282466
2,35269065,35274339
2,11693723,11696859
2,32221652,32225537
2,32221571,32226318
2,31999127,32000665
2,31999265,32000665
2,35174443,35176131
2,35174585,35176131
2,36576719,36580744
2,45569353,45569863
2,16997174,17001073
2,16996999,17001023
2,16996845,17001073
2,41214469,41216477
2,10853364,10853561
2,46934910,46941562
2,46936714,46940690
2,13994323,13995371
2,34723056,34723796
2,41521973,41523447
2,44630987,44637315
2,32101099,32102646
2,3798434,3800244
2,31953446,31958732
2,8674019,8677328
2,8674019,8676603
2,47133202,47134380
2,27233813,27237503
2,27234229,27236265
2,27233813,27236506
2,25304738,25304857
2,27126268,27128043
2,39147309,39151073
2,39146936,39147766
2,39146936,39148731
2,39146936,39151165
2,39947759,39951009
2,5789149,5800188
2,47458246,47460505
2,47457656,47460505
2,32537951,32539501
2,15459651,15461888
2,15459599,15461888
2,43776861,43780324
2,47334583,47342362
2,99620,101638
2,5756185,5759368
2,47605629,47606464
2,26334143,26335815
2,9985315,9985468
2,46529103,46530805
2,33143152,33144120
2,172313,186150
2,740531,743295
2,13414778,13415017
2,36256952,36262351
2,4634167,4635423
2,32544860,32545530
2,32544155,32545530
2,44380240,44383179
2,37725487,37726395
2,43980550,43983542
2,8822764,8823957
2,44850517,44851938
2,2032667,2033652
2,44115096,44117976
2,44331630,44333258
2,44331321,44333363
2,28997284,29002349
2,8144904,8146427
2,9924741,9924993
2,12034467,12039280
2,15058132,15060878
2,1902506,1903630
2,44984328,44987943
2,46913759,46914754
2,47267982,47268341
2,10919674,10920090
2,35593488,35593916
2,47629079,47630805
2,258585,259409
2,36295780,36296427
2,5923231,5928147
2,46022699,46026251
2,4103854,4105760
2,10942159,10942368
2,40046,45459
2,9800608,9804036
2,22704649,22706705
2,22704649,22707790
2,20057874,20058220
2,39989858,39991318
2,39989523,39991534
2,10743423,10743800
2,30947829,30949795
2,3113381,3114211
2,41286776,41287182
2,47896944,47908738
2,47899050,47908738
2,44182667,44186471
2,1749551,1750691
2,11249216,11255245
2,5229911,5231967
2,24638120,24641329
2,6189294,6191761
2,22607041,22611253
2,28714919,28715444
2,31002559,31004102
2,39567649,39575479
2,1468655,1470200
2,277501,278876
2,17467978,17468320
2,37464099,37465340
2,37935436,37938159
2,25395328,25395822
2,6007915,6010199
2,24841859,24847051
2,24843808,24847051
2,8453826,8455300
2,42667683,42669462
2,46895611,46898395
2,44901145,44904352
2,44901554,44904122
2,15055440,15057367
2,41156990,41158332
2,35106212,35106634
2,8447624,8449098
2,7085994,7093415
2,3692577,3694094
2,3692577,3695346
2,14324074,14325749
2,39039703,39041948
2,48201165,48202691
2,4963060,4964696
2,15434400,15439691
2,5062167,5066359
2,43577507,43581865
2,32602012,32603382
2,13667742,13669465
2,1925576,1929267
2,28172292,28175625
2,47184351,47184837
2,45413362,45417873
2,45413362,45419080
2,47981660,47984318
2,7923478,7924627
2,27307618,27309766
2,32066993,32069089
2,41885655,41887079
2,39957498,39959975
2,39957404,39959975
2,39957664,39959642
2,9006590,9009152
2,23192350,23197214
2,23192680,23196738
2,46329599,46332407
2,4135386,4145741
2,36962449,36963806
2,24791404,24794362
2,37705406,37708296
2,47205384,47205608
2,48839908,48840856
2,48668010,48670248
2,34192279,34193283
2,41021582,41022529
2,14709282,14710125
2,562000,563587
2,47536077,47536538
2,6956517,6959773
2,339609,342330
2,43375597,43376496
2,38041788,38042460
2,45746970,45748240
2,20607160,20610466
2,28770754,28780572
2,45462127,45462921
2,47730609,47732996
2,6950416,6953639
2,14900381,14902202
2,25770158,25773135
2,44084414,44087810
2,14902364,14908086
2,31230401,31237003
2,29383834,29388439
2,29383834,29387744
2,39675481,39679075
2,26011017,26015856
2,26011017,26015835
2,36381942,36384803
2,1861079,1861720
2,37941340,37942674
2,17466031,17468893
2,46722113,46723578
2,15525532,15533285
2,25505927,25507268
2,47434650,47436138
2,42436693,42440110
2,45778599,45781317
2,1921233,1923697
2,40470844,40472418
2,47568651,47570746
2,28908502,28909965
2,5311379,5312950
2,41805460,41805804
2,44215306,44218335
2,28545990,28548411
2,38859133,38859555
2,22723272,22724489
2,43568896,43569559
2,48189182,48190568
2,723141,727369
2,26711202,26711685
2,30991947,30993813
2,31257669,31259685
2,31257834,31259188
2,39437608,39439945
2,46994191,46995700
2,5935183,5942010
2,45793868,45794632
2,105551,106779
2,42148875,42150200
2,17095395,17098364
2,13920757,13923772
2,13920757,13922667
2,46236453,46242366
2,45196850,45202312
2,46092543,46095156
2,46092543,46096478
2,27704561,27706148
2,28464260,28468232
2,29936790,29939733
2,29936790,29939084
2,10623311,10630250
2,48036370,48038618
2,35746513,35748531
2,35747018,35748531
2,32174109,32179131
2,10645760,10648377
2,38514842,38517353
2,37666983,37668443
2,42635733,42636135
2,28201422,28205440
2,39512709,39512953
2,15533529,15535373
2,11062022,11065030
2,22221447,22239544
2,35749147,35750987
2,35749147,35751706
2,41030035,41033077
2,41801052,41804594
2,41801052,41804121
2,43686762,43687271
2,46704122,46705631
2,20465275,20466390
2,34897825,34898248
2,43859541,43860565
2,293799,294940
2,2716739,2717873
2,7448433,7449446
2,23190685,23191389
2,3500558,3507991
2,3500097,3509188
2,39092446,39093334
2,36443821,36445284
2,40893993,40899507
2,44090699,44094432
2,14796234,14796767
2,29904679,29905171
2,4257355,4258709
2,25351506,25352030
2,12388432,12390609
2,45455316,45456747
2,30997642,30998364
2,22832099,22833977
2,26830058,26840103
2,6185499,6186481
2,36247752,36251080
2,30178263,30192576
2,48197570,48199363
2,48194042,48199363
2,26821674,26822349
2,43756772,43762758
2,43756053,43763081
2,32798691,32799816
2,35751988,35753642
2,37276035,37276525
2,33722002,33722510
2,33551310,33553066
2,45641727,45643778
2,40175884,40180762
2,12355775,12357086
2,15612970,15613986
2,6467393,6478014
2,6467393,6477937
2,32155004,32155153
2,40556607,40559857
2,4720180,4720969
2,543914,545074
2,27849448,27850207
2,45029538,45030013
2,44938202,44941287
2,23806742,23816132
2,47642274,47644667
2,47642274,47644804
2,35179528,35183808
2,38464013,38465461
2,3762681,3764678
2,3762681,3764603
2,42480225,42483305
2,42480435,42483123
2,15870482,15871020
2,38781537,38784015
2,44787323,44794148
2,46258812,46259182
2,6239135,6239563
2,4200185,4200651
2,3816946,3817604
2,32041166,32041514
2,44853467,44858045
2,28978317,28980784
2,47109477,47111691
2,46262386,46262976
2,46600449,46601858
2,39524615,39527065
2,48713658,48715923
2,7265,8344
2,37363825,37367708
2,47052582,47055719
2,4329362,4335036
2,35339626,35340520
2,39220508,39223207
2,42983351,42984490
2,40717557,40719287
2,47999666,48003154
2,36744781,36747636
2,28789172,28792197
2,41830445,41831340
2,32694249,32697508
2,32694249,32698437
2,15513103,15515024
2,15513278,15515024
2,48959857,48960465
2,14564465,14572410
2,40196659,40200425
2,31098176,31099334
2,46357488,46358916
2,38153338,38154272
2,40463285,40465325
2,48033802,48034970
2,37442594,37444873
2,43263163,43263600
2,35246274,35246863
2,616101,616408
2,9027145,9028452
2,4191776,4193113
2,32547134,32547445
2,46627964,46628932
2,12359282,12359606
2,1891905,1895804
2,16187382,16193362
2,15239079,15239560
2,47797212,47806908
2,9339515,9340495
2,103293,103594
2,47100884,47104753
2,47101611,47104753
2,41749189,41752407
2,41748527,41754023
2,14097458,14101005
2,38660392,38663303
2,41510299,41515437
2,47843981,47848093
2,7992406,7993042
2,42516936,42519751
2,26193786,26197562
2,26193501,26197687
2,7676171,7678557
2,39509676,39512408
2,15587695,15592262
2,15407588,15411245
2,15407308,15411478
2,36901570,36904971
2,36898864,36904971
2,41385418,41389562
2,39026757,39027300
2,45855534,45856409
2,927868,930382
2,24005774,24007541
2,25408922,25417171
2,21113801,21117281
2,20430056,20430631
2,34304951,34308191
2,45221847,45224735
2,35160647,35161228
2,48601073,48604756
2,48927995,48929200
2,26826210,26829263
2,24597963,24604769
2,5159751,5163527
2,39756168,39757241
2,5421898,5423166
2,22443714,22449152
2,10973964,10980585
2,25972011,25975659
2,47114076,47117363
2,32259451,32266032
2,43623166,43626820
2,844538,847241
2,47603627,47604776
2,374482,375987
2,40710493,40716059
2,36633372,36634311
2,39476577,39482185
2,44135585,44138012
2,31016956,31019419
2,20459010,20464698
2,6134204,6135358
2,23987763,23987995
2,31404170,31406058
2,456704,458209
2,17106967,17109322
2,17106665,17110363
2,15715146,15719068
2,24192997,24195973
2,29370110,29370469
2,28061845,28067866
2,39955556,39956919
2,46027147,46029412
2,46027147,46030307
2,22742856,22743374
2,5530866,5538959
2,5530866,5535921
2,5530866,5537412
2,5872799,5874775
2,10078135,10085442
2,9719008,9721273
2,26308638,26309320
2,473577,478262
2,4320527,4323233
2,20758648,20758967
2,41482103,41483537
2,42610782,42614759
2,42612426,42614759
2,28050055,28054778
2,13247815,13248589
2,13247231,13248589
2,48004297,48008355
2,28899235,28902651
2,41465756,41472852
2,41465410,41472864
2,32233940,32237696
2,32234366,32236496
2,6313731,6315490
2,6313731,6316578
2,42777180,42778148
2,49139827,49140795
2,49139629,49141558
2,35250696,35255003
2,35250696,35253747
2,35250982,35254788
2,5740192,5744112
2,45648507,45651092
2,8797129,8803723
2,12078475,12078824
2,45322955,45325333
2,14433706,14435067
2,3407388,3419977
2,41043526,41045000
2,24236743,24237112
2,37344312,37348424
2,7307732,7311044
2,32523751,32524839
2,36493452,36495389
2,11822586,11824168
2,33299579,33300323
2,43113860,43114513
2,36328136,36338279
2,36328136,36337387
2,46715512,46716920
2,10826955,10827302
2,8628036,8628825
2,44198990,44200148
2,16651308,16653766
2,16651550,16652014
2,42348548,42351440
2,39098112,39098576
2,6749876,6756536
2,23425435,23430862
2,23425435,23434011
2,23427395,23434011
2,10523547,10525544
2,10522904,10525544
2,15197896,15200727
2,15197896,15205296
2,6602627,6605163
2,43520315,43523773
2,26914628,26915125
2,30377861,30378863
2,20801053,20809877
2,1566205,1567707
2,46245817,46246815
2,43603202,43605776
2,2622149,2626014
2,2622551,2625679
2,47539952,47550070
2,7186531,7189177
2,7186531,7190833
2,4717819,4719949
2,29587139,29591523
2,43247550,43248346
2,32823058,32823731
2,15502266,15504124
2,20649067,20649641
2,5748952,5754764
2,42432344,42434137
2,43823771,43827900
2,43824765,43827033
2,27690949,27693383
2,31429446,31435678
2,40746827,40748400
2,312203,314452
2,24202930,24209166
2,24202930,24209860
2,45860824,45865413
2,32813148,32818648
2,32504484,32506101
2,43856545,43858467
2,39016972,39019422
2,42221627,42224815
2,46288197,46288846
2,5270945,5272133
2,45492784,45494233
2,45492784,45493873
2,38475106,38477200
2,43139054,43140493
2,2513135,2527332
2,2513135,2524301
2,47553654,47558486
2,47554794,47556972
2,47554439,47558486
2,45658977,45662455
2,45658994,45662455
2,45755847,45759016
2,16118464,16122594
2,37387399,37389552
2,37531042,37535428
2,3226753,3230090
2,3226075,3230166
2,26535481,26536263
2,3866825,3869132
2,20359017,20362870
2,38670675,38675050
2,46677137,46680107
2,15100061,15103795
2,41066312,41074583
2,48300320,48301099
2,6029825,6031717
2,6029825,6031654
2,38286707,38296842
2,38286707,38295432
2,40616569,40623359
2,40616569,40622060
2,40616939,40623119
2,10235009,10235842
2,41771786,41774906
2,6034222,6037954
2,49166926,49175649
2,3109107,3112231
2,45110196,45113630
2,11519425,11520501
2,43700417,43709278
2,43700417,43711865
2,44583048,44583603
2,35358533,35361520
2,39540265,39543739
2,37723110,37723592
2,41170474,41172484
2,26849791,26853304
2,26850204,26853265
2,776124,777807
2,21704166,21710008
2,34197050,34197647
2,28876211,28876497
2,39162114,39163293
2,38864208,38865742
2,28713102,28713426
2,30758002,30759886
2,26979042,26980517
2,34384886,34387911
2,37431629,37434870
2,37431629,37434659
2,47040894,47051744
2,48763700,48765139
2,40139248,40141234
2,30085158,30089883
2,30085158,30089305
2,36000816,36001851
2,31952860,31953127
2,31952860,31953015
2,36080474,36081516
2,36816454,36821093
2,28164483,28170242
2,37492476,37494186
2,41134116,41135401
2,34607864,34608936
2,150412,152604
2,28886550,28891269
2,45761088,45764286
2,4695419,4696191
2,18483316,18483894
2,1817513,1818688
2,17223688,17224355
2,37214137,37220668
2,5663565,5664499
2,2794527,2798141
2,43676153,43680717
2,47399348,47400064
2,3468034,3468411
2,37310254,37311306
2,22382529,22383194
2,3456039,3463558
2,19505107,19506003
2,10328254,10328749
2,40130761,40133458
2,33415053,33426132
2,48066241,48071539
2,10790223,10795875
2,10787189,10795875
2,44188587,44189324
2,34649390,34655979
2,41255743,41257182
2,28518378,28520422
2,3220738,3225110
2,39618695,39621671
2,3024146,3025552
2,30148345,30148825
2,36456880,36459709
2,42841074,42847493
2,38567823,38568597
2,40344863,40346026
2,41344071,41346587
2,45227306,45229375
2,48178011,48179890
2,4277809,4278360
2,47792138,47792701
2,28103468,28105408
2,36964500,36969310
2,35005851,35009124
2,47830293,47830679
2,4702884,4707801
2,35720723,35721805
2,15703594,15706467
2,7419225,7420385
2,3241004,3242056
2,37862301,37865056
2,6692683,6696026
2,41286126,41291380
2,45766724,45769664
2,38260538,38261695
2,48749117,48750531
2,10612879,10618000
2,4561549,4564137
2,46260998,46261403
2,5281997,5284702
2,4110795,4112101
2,46943948,46945432
2,39978603,39981241
2,214813,216216
2,73659,78639
2,6419971,6422820
2,42209672,42210604
2,48507882,48516056
2,32776703,32780038
2,32775656,32780564
2,32776100,32780564
2,43802311,43805986
2,30029467,30029653
2,32284136,32289839
2,6543454,6545352
2,6543484,6544739
2,32249342,32252550
2,42393988,42395708
2,46409784,46418662
2,43199003,43202865
2,43198582,43202997
2,31330793,31333810
2,36405979,36411953
2,38664845,38666670
2,47182997,47183275
2,5363877,5365618
2,39036686,39038365
2,28108136,28120428
2,4345280,4347442
2,4345850,4347417
2,41040136,41042696
2,1216166,1217683
2,45155826,45156480
2,4838738,4839274
2,3253134,3254670
2,766772,767590
2,41866179,41867734
2,30681190,30681673
2,39083715,39084151
2,3200595,3202601
2,22446343,22446495
2,36063207,36067255
2,36063553,36067255
2,36023744,36028013
2,36023744,36028009
2,10597673,10606217
2,12392154,12393447
2,22106318,22108434
2,38456422,38458346
2,32669621,32671871
2,1530901,1531971
2,8627154,8627672
2,38579449,38583234
2,34653677,34653910
2,39805940,39806536
2,25984088,25984431
2,43670699,43673519
2,46015780,46018000
2,23303964,23307603
2,8785764,8787835
2,8783177,8787835
2,8784712,8787835
2,29243984,29250392
2,17217670,17220086
2,29545578,29547985
2,4763029,4764411
2,48436365,48441434
2,34556932,34557938
2,49176806,49188925
2,35126374,35126706
2,36085155,36085808
2,25532388,25541393
2,5943729,5947015
2,9521512,9522068
2,8895233,8896021
2,15544930,15545288
2,36388377,36388933
2,36388375,36389162
2,36388375,36390430
2,10271582,10275853
2,29593849,29598787
2,41878645,41880254
2,42736090,42741228
2,42735808,42741948
