"Chromosome","GeneStart","GeneEnd","GeneMiddle"
1,105306751,105307677,105307214
1,105447331,105449346,105448338.5
1,105456418,105468013,105462215.5
1,105456945,105462296,105459620.5
1,105493638,105493862,105493750
1,105530961,105539680,105535320.5
1,105554776,105561561,105558168.5
1,105667908,105672937,105670422.5
1,105869230,105875950,105872590
1,105869270,105869551,105869410.5
1,105926775,105933402,105930088.5
1,106123461,106126561,106125011
1,106126086,106130988,106128537
1,106467820,106471259,106469539.5
1,106516304,106517618,106516961
1,106682285,106684872,106683578.5
1,106717369,106725531,106721450
1,106748833,106749285,106749059
1,106810539,106814684,106812611.5
1,106879484,106896538,106888011
1,106926564,106928441,106927502.5
1,107125111,107129388,107127249.5
1,107338580,107343068,107340824
1,107424031,107424528,107424279.5
1,107436659,107437855,107437257
1,107568476,107580933,107574704.5
1,107712569,107716588,107714578.5
1,107719161,107727831,107723496
1,107900505,107907500,107904002.5
1,107990005,108000216,107995110.5
1,108017687,108018591,108018139
1,108056645,108058628,108057636.5
1,108116023,108117428,108116725.5
1,108146951,108153997,108150474
1,108303878,108304411,108304144.5
1,108322727,108323287,108323007
1,108422617,108422982,108422799.5
1,108445807,108448830,108447318.5
1,108553906,108554208,108554057
1,108568938,108571653,108570295.5
1,108691317,108695483,108693400
1,108707195,108709480,108708337.5
1,108714312,108718754,108716533
1,108885694,108888879,108887286.5
1,108888795,108897714,108893254.5
1,108983648,108983926,108983787
1,109181010,109182416,109181713
1,109183237,109183722,109183479.5
1,109250944,109254595,109252769.5
1,109298308,109301636,109299972
1,109436824,109441368,109439096
1,109553462,109553698,109553580
1,109675708,109676392,109676050
1,109678497,109681985,109680241
1,109718730,109721231,109719980.5
1,109888258,109904493,109896375.5
1,109912431,109912829,109912630
1,109943932,109944942,109944437
1,110006330,110012244,110009287
1,110025254,110028653,110026953.5
1,110219880,110222327,110221103.5
1,110381363,110381824,110381593.5
1,110514877,110518400,110516638.5
1,110555906,110566830,110561368
1,110698056,110698421,110698238.5
1,110901062,110901972,110901517
1,110904355,110904747,110904551
1,111003506,111003943,111003724.5
1,111085920,111101824,111093872
1,111103503,111103895,111103699
1,111104401,111107818,111106109.5
1,111373874,111374980,111374427
1,111660773,111661323,111661048
1,111827885,111859920,111843902.5
1,111874053,111897596,111885824.5
1,111958298,111960368,111959333
1,112085642,112093541,112089591.5
1,112403296,112410208,112406752
1,112411994,112413076,112412535
1,112674489,112676800,112675644.5
1,112680251,112680884,112680567.5
1,112829694,112831550,112830622
1,112923457,112923723,112923590
1,113020484,113025735,113023109.5
1,113116590,113117931,113117260.5
1,113124243,113127614,113125928.5
1,113176036,113178067,113177051.5
1,113274323,113275249,113274786
1,113347974,113364926,113356450
1,113414261,113417226,113415743.5
1,113420520,113423679,113422099.5
1,113694982,113716251,113705616.5
1,113715603,113738823,113727213
1,113786811,113789303,113788057
1,114063262,114063528,114063395
1,114155981,114156714,114156347.5
1,114317294,114325498,114321396
1,114560241,114562031,114561136
1,114595163,114595968,114595565.5
1,114600499,114601919,114601209
1,114675897,114682657,114679277
1,114747041,114749208,114748124.5
1,114780939,114782645,114781792
1,114839469,114852540,114846004.5
1,114884015,114886807,114885411
1,114940927,114946695,114943811
1,114980716,114986774,114983745
1,115072163,115075747,115073955
1,115258940,115259612,115259276
1,115277887,115280276,115279081.5
1,115339567,115342188,115340877.5
1,115436054,115437494,115436774
1,115474720,115476123,115475421.5
1,115672002,115673825,115672913.5
1,115812503,115813459,115812981
1,115855449,115855661,115855555
1,115873612,115876968,115875290
1,116070040,116070995,116070517.5
1,116224015,116250106,116237060.5
1,116505956,116506222,116506089
1,116548200,116548619,116548409.5
1,117144362,117144583,117144472.5
1,117145630,117146214,117145922
1,117273993,117282183,117278088
1,117283009,117284558,117283783.5
1,117284983,117286248,117285615.5
1,117288654,117289817,117289235.5
1,117517932,117521094,117519513
1,117618379,117635196,117626787.5
1,117645081,117646415,117645748
1,117711005,117712813,117711909
1,117717915,117725493,117721704
1,117731227,117736041,117733634
1,117736083,117736673,117736378
1,117737311,117738738,117738024.5
1,117739148,117742536,117740842
1,117742950,117746024,117744487
1,117748332,117749387,117748859.5
1,118116965,118120522,118118743.5
1,118482036,118484089,118483062.5
1,118877861,118878082,118877971.5
1,119138555,119139136,119138845.5
1,119333299,119337054,119335176.5
1,119362984,119386136,119374560
1,119558945,119559151,119559048
1,119638353,119638559,119638456
1,119656912,119657118,119657015
1,119673168,119673374,119673271
1,119678243,119678449,119678346
1,120013905,120015756,120014830.5
1,120064369,120116138,120090253.5
1,120727805,120740940,120734372.5
1,120952284,120954380,120953332
1,120964172,120968989,120966580.5
1,121096599,121103646,121100122.5
1,121277281,121280520,121278900.5
1,121287627,121287893,121287760
1,121522332,121526902,121524617
1,121936460,121940811,121938635.5
1,121941484,121954227,121947855.5
1,122073414,122081963,122077688.5
1,122278995,122281699,122280347
1,122445261,122447183,122446222
1,122484719,122485965,122485342
1,122497144,122501363,122499253.5
1,122504402,122504914,122504658
1,122571525,122571791,122571658
1,122629737,122631689,122630713
1,122712891,122713280,122713085.5
1,122734519,122738636,122736577.5
1,123085054,123099012,123092033
1,123104976,123106326,123105651
1,123273693,123275741,123274717
1,123320900,123322154,123321527
1,123438634,123441675,123440154.5
1,123448877,123450952,123449914.5
1,123451004,123451576,123451290
1,123480602,123480868,123480735
1,123738081,123739857,123738969
1,123772794,123773060,123772927
1,123951770,123954245,123953007.5
1,124009334,124009669,124009501.5
1,124044136,124045017,124044576.5
1,124128941,124132805,124130873
1,124201619,124213468,124207543.5
1,124516215,124517171,124516693
1,124599222,124599773,124599497.5
1,124683930,124688182,124686056
1,124909576,124911183,124910379.5
1,125130821,125132026,125131423.5
1,125249158,125250354,125249756
1,125522963,125540593,125531778
1,125595283,125599196,125597239.5
1,125651990,125654476,125653233
1,125710126,125712515,125711320.5
1,126309666,126310115,126309890.5
1,126310655,126318388,126314521.5
1,126890574,126893419,126891996.5
1,127102131,127102373,127102252
1,127249528,127250766,127250147
1,127395801,127396581,127396191
1,127591283,127591783,127591533
1,127749630,127750983,127750306.5
1,127783226,127783639,127783432.5
1,127919960,127925179,127922569.5
1,128160163,128167308,128163735.5
1,128381591,128387815,128384703
1,128498170,128506196,128502183
1,128501443,128502761,128502102
1,128507145,128512770,128509957.5
1,128655974,128664261,128660117.5
1,128702752,128706123,128704437.5
1,128715484,128718383,128716933.5
1,128719574,128722378,128720976
1,128928750,128932448,128930599
1,129087444,129087806,129087625
1,129126122,129138789,129132455.5
1,129212138,129213525,129212831.5
1,129433592,129440465,129437028.5
1,129440705,129442165,129441435
1,129682450,129682950,129682700
1,130003870,130007102,130005486
1,130076853,130077206,130077029.5
1,130126374,130126655,130126514.5
1,130382685,130384614,130383649.5
1,130392797,130412759,130402778
1,130428468,130440306,130434387
1,130482591,130483680,130483135.5
1,130528759,130529250,130529004.5
1,131066949,131067496,131067222.5
1,131514461,131532278,131523369.5
1,131554100,131557215,131555657.5
1,131766758,131767084,131766921
1,131768807,131770284,131769545.5
1,132242289,132246196,132244242.5
1,132456080,132487112,132471596
1,132486700,132492327,132489513.5
1,132505575,132511766,132508670.5
1,132645754,132656660,132651207
1,132739379,132742705,132741042
1,133074740,133076584,133075662
1,133578553,133581711,133580132
1,134188630,134193404,134191017
1,134493646,134497654,134495650
1,134601673,134601933,134601803
1,134949594,134950278,134949936
1,135011839,135012342,135012090.5
1,135145761,135156486,135151123.5
1,135402284,135419342,135410813
1,135821896,135823636,135822766
1,136060893,136061177,136061035
1,136065195,136106523,136085859
1,136217433,136217633,136217533
1,136521236,136523467,136522351.5
1,137371703,137372459,137372081
1,137372622,137376183,137374402.5
1,137511965,137513479,137512722
1,137633084,137647362,137640223
1,139037335,139038609,139037972
1,139811102,139819877,139815489.5
1,140775797,140777425,140776611
1,141176809,141180508,141178658.5
1,141362226,141370378,141366302
1,141496071,141508504,141502287.5
1,141827647,141828474,141828060.5
1,141996721,141999018,141997869.5
1,142023631,142035199,142029415
1,142209677,142209943,142209810
1,142302498,142311686,142307092
1,142861606,142865426,142863516
1,143201066,143202967,143202016.5
1,143202154,143202537,143202345.5
1,143365240,143367804,143366522
1,143435947,143439218,143437582.5
1,143444384,143449312,143446848
1,143450962,143452661,143451811.5
1,143665215,143665808,143665511.5
1,143721176,143722887,143722031.5
1,143726087,143728079,143727083
1,143770485,143770730,143770607.5
1,144134951,144139143,144137047
1,144216038,144217723,144216880.5
1,144255363,144255782,144255572.5
1,144334754,144336929,144335841.5
1,144402190,144403935,144403062.5
1,144455727,144457304,144456515.5
1,144489795,144495232,144492513.5
1,144594561,144597548,144596054.5
1,144672660,144687612,144680136
1,144826913,144829303,144828108
1,144927821,144930210,144929015.5
1,145136887,145142578,145139732.5
1,145319154,145326253,145322703.5
1,145497965,145499927,145498946
1,145779012,145779623,145779317.5
1,145843683,145844153,145843918
1,146009116,146011639,146010377.5
1,146015835,146022599,146019217
1,146028105,146032898,146030501.5
1,146053131,146054225,146053678
1,146139243,146139587,146139415
1,146713723,146715277,146714500
1,146993707,146998559,146996133
1,147246150,147258079,147252114.5
1,147280475,147280711,147280593
1,147343375,147343641,147343508
1,147436919,147438689,147437804
1,147575165,147582891,147579028
1,147793361,147824203,147808782
1,147933314,147934084,147933699
1,148182537,148184810,148183673.5
1,148402254,148419836,148411045
1,148473705,148477015,148475360
1,148477299,148477520,148477409.5
1,148719175,148744651,148731913
1,148831747,148850950,148841348.5
1,149209238,149210423,149209830.5
1,149228591,149228857,149228724
1,149384331,149412842,149398586.5
1,149616115,149622201,149619158
1,149627067,149627984,149627525.5
1,149973059,149975083,149974071
1,150189814,150206902,150198358
1,150289950,150294898,150292424
1,150500139,150503714,150501926.5
1,150572759,150577607,150575183
1,150656275,150657360,150656817.5
1,150722311,150722766,150722538.5
1,150736180,150739245,150737712.5
1,150887456,150898696,150893076
1,150941828,150942921,150942374.5
1,151173325,151174005,151173665
1,151286214,151290904,151288559
1,151466643,151471638,151469140.5
1,151569117,151573534,151571325.5
1,151580621,151593683,151587152
1,151593575,151597630,151595602.5
1,151599406,151603163,151601284.5
1,151603341,151605710,151604525.5
1,151605778,151606932,151606355
1,151608379,151608969,151608674
1,151770401,151770886,151770643.5
1,152214790,152221918,152218354
1,152221851,152224941,152223396
1,152241961,152242353,152242157
1,152249911,152250417,152250164
1,152407580,152415871,152411725.5
1,152475253,152477223,152476238
1,152615039,152616863,152615951
1,152813741,152814052,152813896.5
1,153067538,153073427,153070482.5
1,153270867,153275130,153272998.5
1,153274902,153278106,153276504
1,153535250,153543753,153539501.5
1,153551222,153551422,153551322
1,153711712,153718293,153715002.5
1,153816482,153818161,153817321.5
1,153907134,153911675,153909404.5
1,154043244,154043603,154043423.5
1,154086958,154090206,154088582
1,154204870,154205070,154204970
1,154314141,154315548,154314844.5
1,154326016,154330844,154328430
1,154334991,154335688,154335339.5
1,154545847,154558999,154552423
1,154584007,154585759,154584883
1,154715397,154716809,154716103
1,154748686,154756071,154752378.5
1,154791457,154793149,154792303
1,154855307,154857052,154856179.5
1,154857477,154858743,154858110
1,154860294,154860841,154860567.5
1,154861302,154862105,154861703.5
1,154863181,154865291,154864236
1,154889113,154893067,154891090
1,154976932,154977402,154977167
1,155124645,155128321,155126483
1,155258972,155261001,155259986.5
1,155586189,155587031,155586610
1,155630015,155634502,155632258.5
1,155635959,155636618,155636288.5
1,155933914,155934417,155934165.5
1,156029102,156029605,156029353.5
1,156142404,156143485,156142944.5
1,156228413,156233881,156231147
1,156356445,156366847,156361646
1,156462479,156468230,156465354.5
1,156473873,156474796,156474334.5
1,156479933,156493406,156486669.5
1,156504931,156506199,156505565
1,156734757,156736552,156735654.5
1,156916748,156917713,156917230.5
1,157017636,157020467,157019051.5
1,157204120,157207134,157205627
1,157327026,157330625,157328825.5
1,157406813,157409061,157407937
1,157542200,157544382,157543291
1,157681791,157693989,157687890
1,157753926,157770216,157762071
1,158061830,158069945,158065887.5
1,158218091,158219268,158218679.5
1,158246223,158247335,158246779
1,158319269,158322022,158320645.5
1,158429981,158432410,158431195.5
1,158677093,158682290,158679691.5
1,158864596,158873752,158869174
1,158948902,158950380,158949641
1,159190718,159192031,159191374.5
1,159430080,159431321,159430700.5
1,159436655,159440324,159438489.5
1,159482636,159483262,159482949
1,159482681,159500463,159491572
1,159504449,159504712,159504580.5
1,159609899,159610117,159610008
1,159610020,159613544,159611782
1,159765440,159769610,159767525
1,159774153,159776225,159775189
1,159817084,159818169,159817626.5
1,159818806,159826472,159822639
1,160297665,160298728,160298196.5
1,160309509,160313690,160311599.5
1,160373449,160378732,160376090.5
1,160377345,160385944,160381644.5
1,160419514,160421704,160420609
1,160464198,160478716,160471457
1,160484218,160485180,160484699
1,160569423,160583946,160576684.5
1,160608184,160617103,160612643.5
1,160666159,160676338,160671248.5
1,161007352,161012242,161009797
1,161121615,161125263,161123439
1,161155328,161157870,161156599
1,161158898,161162105,161160501.5
1,161320305,161333743,161327024
1,161345987,161346307,161346147
1,161397545,161401531,161399538
1,161663159,161669793,161666476
1,161669733,161673447,161671590
1,161796540,161798483,161797511.5
1,161815652,161819937,161817794.5
1,161947124,161948960,161948042
1,161956836,161957093,161956964.5
1,162127837,162129709,162128773
1,162390487,162391509,162390998
1,162654297,162657499,162655898
1,162984853,162985574,162985213.5
1,162987429,162992294,162989861.5
1,163155335,163174471,163164903
1,163207407,163218968,163213187.5
1,163263454,163271250,163267352
1,163490887,163492196,163491541.5
1,163502103,163516502,163509302.5
1,163643647,163643958,163643802.5
1,163731270,163760553,163745911.5
1,163802384,163803114,163802749
1,163988457,163995100,163991778.5
1,164149294,164154707,164152000.5
1,164160427,164161428,164160927.5
1,164178027,164179611,164178819
1,164307263,164313830,164310546.5
1,164313829,164315436,164314632.5
1,164318822,164321910,164320366
1,164587091,164589207,164588149
1,164670220,164672446,164671333
1,164865818,164866270,164866044
1,164869358,164871054,164870206
1,164871553,164871906,164871729.5
1,164871983,164885595,164878789
1,164947797,164952040,164949918.5
1,165033237,165035921,165034579
1,165096046,165098548,165097297
1,165101977,165102591,165102284
1,165184345,165186289,165185317
1,165230951,165231673,165231312
1,165248112,165248834,165248473
1,165250314,165251036,165250675
1,165320514,165322668,165321591
1,165353138,165353371,165353254.5
1,165395820,165396668,165396244
1,165430370,165435412,165432891
1,165562166,165562697,165562431.5
1,165591490,165596350,165593920
1,165601767,165603011,165602389
1,165602609,165608640,165605624.5
1,165665433,165670201,165667817
1,165784422,165794246,165789334
1,165944901,165948081,165946491
1,166003855,166005805,166004830
1,166408563,166410371,166409467
1,166487373,166498193,166492783
1,166528333,166533159,166530746
1,166666045,166670384,166668214.5
1,166857191,166858664,166857927.5
1,167260416,167260682,167260549
1,167354272,167359085,167356678.5
1,167402700,167403323,167403011.5
1,167417610,167418233,167417921.5
1,167635090,167637615,167636352.5
1,167898254,167903088,167900671
1,168190601,168197497,168194049
1,168242226,168244836,168243531
1,168308609,168312389,168310499
1,168347287,168348093,168347690
1,168422638,168426278,168424458
1,168476971,168478756,168477863.5
1,168623670,168624137,168623903.5
1,168748715,168751411,168750063
1,168753082,168754614,168753848
1,168754917,168757942,168756429.5
1,168867130,168870143,168868636.5
1,168872642,168874922,168873782
1,168875762,168876034,168875898
1,168882081,168882635,168882358
1,168882793,168892131,168887462
1,168936711,168937807,168937259
1,168981657,168982022,168981839.5
1,169030364,169055724,169043044
1,169215896,169216216,169216056
1,169216876,169222674,169219775
1,169621925,169622170,169622047.5
1,169633089,169634769,169633929
1,169668628,169668897,169668762.5
1,169668986,169669666,169669326
1,169798399,169802649,169800524
1,170141546,170213978,170177762
1,170306848,170308190,170307519
1,170515950,170520704,170518327
1,170520739,170522766,170521752.5
1,170523580,170523858,170523719
1,170580033,170585435,170582734
1,170684214,170685074,170684644
1,170685514,170690705,170688109.5
1,170692512,170694717,170693614.5
1,170753698,170754891,170754294.5
1,170802014,170806435,170804224.5
1,170807682,170809289,170808485.5
1,170809398,170814610,170812004
1,170875626,170881398,170878512
1,170913776,170917701,170915738.5
1,171076771,171087673,171082222
1,171110286,171114173,171112229.5
1,171199097,171205817,171202457
1,171362433,171363299,171362866
1,171399542,171409605,171404573.5
1,171506161,171509138,171507649.5
1,171688250,171689467,171688858.5
1,171738743,171739132,171738937.5
1,171778965,171791569,171785267
1,171791512,171798185,171794848.5
1,171817000,171819341,171818170.5
1,172089760,172090230,172089995
1,172289821,172292871,172291346
1,172306406,172311578,172308992
1,172312727,172313131,172312929
1,172340221,172344823,172342522
1,172347043,172351224,172349133.5
1,172540527,172542724,172541625.5
1,172671498,172673057,172672277.5
1,172800532,172805443,172802987.5
1,172923492,172929269,172926380.5
1,173035795,173037944,173036869.5
1,173235043,173239937,173237490
1,173254181,173254753,173254467
1,173280661,173287943,173284302
1,173294841,173295935,173295388
1,173328341,173331164,173329752.5
1,173334497,173339396,173336946.5
1,173440260,173449042,173444651
1,173481738,173483053,173482395.5
1,173569919,173598921,173584420
1,173596336,173602458,173599397
1,173663522,173668653,173666087.5
1,173709881,173729267,173719574
1,173817783,173825722,173821752.5
1,173969409,173969660,173969534.5
1,173998766,174004263,174001514.5
1,174029662,174053541,174041601.5
1,174089739,174090365,174090052
1,174155862,174162320,174159091
1,174261139,174264565,174262852
1,174268345,174275074,174271709.5
1,174313203,174318813,174316008
1,174388889,174389359,174389124
1,174541064,174564299,174552681.5
1,174799080,174802742,174800911
1,174805475,174810033,174807754
1,174873056,174873268,174873162
1,174914153,174916272,174915212.5
1,174915844,174922472,174919158
1,174958174,174958563,174958368.5
1,174982734,174984870,174983802
1,174989991,174997227,174993609
1,174998856,175004429,175001642.5
1,175024759,175025004,175024881.5
1,175214466,175221641,175218053.5
1,175549983,175552111,175551047
1,175604087,175604332,175604209.5
1,175638478,175644832,175641655
1,175668757,175683340,175676048.5
1,175702424,175705212,175703818
1,175706756,175708105,175707430.5
1,175740135,175741592,175740863.5
1,175812182,175816621,175814401.5
1,175837724,175843480,175840602
1,175845992,175848466,175847229
1,175861871,175864523,175863197
1,176024673,176027432,176026052.5
1,176134314,176135099,176134706.5
1,176151496,176156568,176154032
1,176167692,176173245,176170468.5
1,176173903,176179555,176176729
1,176239275,176241107,176240191
1,176243675,176247180,176245427.5
1,176282057,176289110,176285583.5
1,176524964,176529500,176527232
1,176702637,176704186,176703411.5
1,176763386,176766096,176764741
1,176860160,176865043,176862601.5
1,176870757,176873440,176872098.5
1,176876832,176885279,176881055.5
1,176955400,176961042,176958221
1,176983076,176983660,176983368
1,177145692,177146353,177146022.5
1,177162025,177165473,177163749
1,177177106,177182629,177179867.5
1,177277189,177282625,177279907
1,177303470,177304099,177303784.5
1,177333805,177334764,177334284.5
1,177358895,177359434,177359164.5
1,177370209,177374327,177372268
1,177426694,177438241,177432467.5
1,177514960,177527546,177521253
1,177659447,177670324,177664885.5
1,177693014,177697046,177695030
1,177764219,177769477,177766848
1,177918639,177924801,177921720
1,177967687,177968712,177968199.5
1,178004540,178004929,178004734.5
1,178153505,178158388,178155946.5
1,178228118,178230163,178229140.5
1,178231426,178231881,178231653.5
1,178231991,178234704,178233347.5
1,178424657,178429460,178427058.5
1,178483980,178484755,178484367.5
1,178507352,178507968,178507660
1,178575384,178583661,178579522.5
1,178585421,178585726,178585573.5
1,178799613,178800284,178799948.5
1,178801744,178802034,178801889
1,178860918,178865838,178863378
1,178866671,178867822,178867246.5
1,178869541,178878684,178874112.5
1,178889957,178890292,178890124.5
1,178890362,178891039,178890700.5
1,179005612,179013134,179009373
1,179013617,179017400,179015508.5
1,179049276,179053965,179051620.5
1,179169622,179174857,179172239.5
1,179460364,179460630,179460497
1,179767802,179770254,179769028
1,179775775,179799502,179787638.5
1,179933065,179939765,179936415
1,179939210,179940523,179939866.5
1,179995071,179997155,179996113
1,180000372,180000896,180000634
1,180003377,180005134,180004255.5
1,180117658,180127038,180122348
1,180130405,180134438,180132421.5
1,180134990,180140515,180137752.5
1,180518651,180519556,180519103.5
1,180574093,180575499,180574796
1,180909419,180909772,180909595.5
1,180916190,180922639,180919414.5
1,180978399,180978737,180978568
1,181177679,181178665,181178172
1,181179819,181183843,181181831
1,181187219,181187734,181187476.5
1,181197560,181198090,181197825
1,181221799,181222332,181222065.5
1,181242359,181262062,181252210.5
1,181276607,181277140,181276873.5
1,181360731,181361261,181360996
1,181455055,181455579,181455317
1,181508873,181509184,181509028.5
1,181571373,181576726,181574049.5
1,181633900,181635389,181634644.5
1,181672904,181687418,181680161
1,181694224,181699069,181696646.5
1,181917235,181918664,181917949.5
1,182161481,182164083,182162782
1,182438518,182439903,182439210.5
1,182512382,182516606,182514494
1,182516598,182519895,182518246.5
1,182523041,182529601,182526321
1,182531233,182533149,182532191
1,182684720,182706056,182695388
1,182706503,182714220,182710361.5
1,182714947,182715678,182715312.5
1,182718081,182718296,182718188.5
1,182796394,182798314,182797354
1,182856646,182858139,182857392.5
1,182893571,182893945,182893758
1,182896157,182896600,182896378.5
1,182897850,182898248,182898049
1,183023205,183023765,183023485
1,183040582,183041505,183041043.5
1,183042333,183042812,183042572.5
1,183051755,183052168,183051961.5
1,183075234,183078974,183077104
1,183103125,183103520,183103322.5
1,183134576,183137732,183136154
1,183166306,183170049,183168177.5
1,183189097,183189612,183189354.5
1,183189739,183205744,183197741.5
1,183206259,183208884,183207571.5
1,183210747,183215496,183213121.5
1,183481849,183483772,183482810.5
1,183484855,183490536,183487695.5
1,183490149,183494534,183492341.5
1,183512012,183520654,183516333
1,183518010,183519308,183518659
1,183648390,183660300,183654345
1,183652264,183660376,183656320
1,183776430,183779314,183777872
1,183780038,183783766,183781902
1,183783454,183788765,183786109.5
1,183788772,183789958,183789365
1,183790462,183792045,183791253.5
1,183797691,183799286,183798488.5
1,183831060,183836219,183833639.5
1,183838412,183839636,183839024
1,183924771,183925241,183925006
1,183945449,183950111,183947780
1,183951008,183953804,183952406
1,183956694,183958234,183957464
1,183987523,183988312,183987917.5
1,184159570,184162278,184160924
1,184173551,184179156,184176353.5
1,184292509,184320570,184306539.5
1,184596259,184599795,184598027
1,184599826,184600143,184599984.5
1,184616083,184623707,184619895
1,184623869,184634475,184629172
1,184638092,184657508,184647800
1,184663070,184665324,184664197
1,184739245,184740573,184739909
1,185067916,185072438,185070177
1,185252137,185263876,185258006.5
1,185264390,185264800,185264595
1,185429683,185443042,185436362.5
1,185446785,185464705,185455745
1,185454693,185455523,185455108
1,185682094,185700021,185691057.5
1,185702215,185703525,185702870
1,185709963,185711418,185710690.5
1,185712223,185713655,185712939
1,185714094,185723015,185718554.5
1,185782654,185783958,185783306
1,185800332,185806666,185803499
1,185809809,185810430,185810119.5
1,185842802,185847113,185844957.5
1,185873618,185874751,185874184.5
1,185877949,185879317,185878633
1,185926130,185928638,185927384
1,185972520,185983192,185977856
1,185972541,185973502,185973021.5
1,186154194,186155156,186154675
1,186161620,186166119,186163869.5
1,186166680,186177841,186172260.5
1,186179932,186188751,186184341.5
1,186213337,186231260,186222298.5
1,186247650,186247904,186247777
1,186255397,186255651,186255524
1,186291573,186295509,186293541
1,186355554,186359232,186357393
1,186362670,186363557,186363113.5
1,186407448,186412919,186410183.5
1,186411789,186412325,186412057
1,186432492,186433361,186432926.5
1,186435078,186436542,186435810
1,186658333,186661033,186659683
1,186661677,186662441,186662059
1,186681433,186682146,186681789.5
1,186725500,186728504,186727002
1,186730766,186732559,186731662.5
1,186740479,186742263,186741371
1,186743297,186743905,186743601
1,186870492,186870758,186870625
1,186972077,186972295,186972186
1,187008067,187010423,187009245
1,187063897,187065655,187064776
1,187193028,187205743,187199385.5
1,187207518,187207955,187207736.5
1,187346429,187352150,187349289.5
1,187351404,187352213,187351808.5
1,187373435,187376976,187375205.5
1,187435019,187436048,187435533.5
1,187540570,187547564,187544067
1,187598718,187603463,187601090.5
1,187630679,187642386,187636532.5
1,187663462,187667261,187665361.5
1,187669423,187670028,187669725.5
1,187673606,187674313,187673959.5
1,187674886,187676764,187675825
1,187695544,187699740,187697642
1,187700578,187705669,187703123.5
1,187741809,187743797,187742803
1,187745552,187751731,187748641.5
1,187785239,187789283,187787261
1,187790713,187792092,187791402.5
1,187807740,187811880,187809810
1,187892103,187893520,187892811.5
1,187894057,187902959,187898508
1,187902770,187915799,187909284.5
1,187921572,187925833,187923702.5
1,188033119,188038450,188035784.5
1,188155647,188165162,188160404.5
1,188198538,188202324,188200431
1,188241092,188246067,188243579.5
1,188338148,188338672,188338410
1,188407500,188411972,188409736
1,188553858,188564515,188559186.5
1,188599099,188599548,188599323.5
1,188599796,188607377,188603586.5
1,188623330,188624726,188624028
1,188698648,188700072,188699360
1,188703146,188705640,188704393
1,188707598,188708440,188708019
1,188710210,188715004,188712607
1,188831664,188831888,188831776
1,189032095,189034466,189033280.5
1,189047407,189049629,189048518
1,189081418,189085255,189083336.5
1,189151567,189152147,189151857
1,189167287,189167637,189167462
1,189254069,189257798,189255933.5
1,189458335,189466763,189462549
1,189470277,189474904,189472590.5
1,189491834,189493075,189492454.5
1,189551708,189554931,189553319.5
1,189556270,189560972,189558621
1,189566902,189569222,189568062
1,189594644,189596070,189595357
1,189607337,189611105,189609221
1,189686322,189689668,189687995
1,189764072,189767881,189765976.5
1,189767234,189767566,189767400
1,189826480,189831364,189828922
1,189830543,189831316,189830929.5
1,189834082,189844400,189839241
1,189846308,189846838,189846573
1,189848942,189851157,189850049.5
1,189856359,189869282,189862820.5
1,189899080,189900408,189899744
1,190046774,190050279,190048526.5
1,190077067,190079846,190078456.5
1,190125092,190132039,190128565.5
1,190132424,190137746,190135085
1,190146225,190146587,190146406
1,190351227,190352372,190351799.5
1,190480351,190483254,190481802.5
1,190508631,190510623,190509627
1,190515130,190518449,190516789.5
1,190532649,190535750,190534199.5
1,190642894,190644648,190643771
1,190645937,190654653,190650295
1,190678172,190683597,190680884.5
1,190732083,190735462,190733772.5
1,190745222,190749417,190747319.5
1,190945821,190947571,190946696
1,191039302,191043185,191041243.5
1,191304970,191309403,191307186.5
1,191326653,191327223,191326938
1,191350190,191359377,191354783.5
1,191382473,191395047,191388760
1,191450824,191451656,191451240
1,191452172,191453126,191452649
1,191453238,191454149,191453693.5
1,191475635,191481942,191478788.5
1,191501761,191504498,191503129.5
1,191564356,191564832,191564594
1,191614826,191615275,191615050.5
1,191731307,191734889,191733098
1,191736107,191747301,191741704
1,191845297,191847106,191846201.5
1,191847588,191850351,191848969.5
1,192021288,192027110,192024199
1,192023919,192026543,192025231
1,192050293,192050718,192050505.5
1,192099818,192101640,192100729
1,192103401,192105761,192104581
1,192167706,192173133,192170419.5
1,192274104,192274427,192274265.5
1,192290159,192294754,192292456.5
1,192299382,192305154,192302268
1,192344115,192349608,192346861.5
1,192359656,192365611,192362633.5
1,192424111,192427076,192425593.5
1,192448336,192450194,192449265
1,192451188,192451781,192451484.5
1,192485606,192486214,192485910
1,192495820,192496350,192496085
1,192537358,192538074,192537716
1,192568211,192573335,192570773
1,192786838,192789801,192788319.5
1,192831217,192832732,192831974.5
1,192905939,192906972,192906455.5
1,192981419,192982471,192981945
1,193046041,193046751,193046396
1,193110724,193114456,193112590
1,193136373,193151983,193144178
1,193156711,193157198,193156954.5
1,193157305,193159310,193158307.5
1,193159341,193165106,193162223.5
1,193167158,193168090,193167624
1,193204721,193206115,193205418
1,193264834,193273579,193269206.5
1,193317817,193328552,193323184.5
1,193329583,193330572,193330077.5
1,193335295,193340115,193337705
1,193340813,193343000,193341906.5
1,193344336,193351920,193348128
1,193352738,193354925,193353831.5
1,193356785,193365726,193361255.5
1,193372053,193379287,193375670
1,193384038,193384570,193384304
1,193391197,193396040,193393618.5
1,193647981,193656378,193652179.5
1,193715909,193717858,193716883.5
1,193743171,193748046,193745608.5
1,193855714,193858989,193857351.5
1,194021918,194026408,194024163
